filename,reason
580_2005.pdf,texto_insuficiente
582_2005.pdf,texto_insuficiente
587_2005.pdf,texto_insuficiente
597_2005.pdf,texto_insuficiente
602_2005.pdf,texto_insuficiente
603_2005.pdf,texto_insuficiente
613_2005.pdf,texto_insuficiente
625_2007.pdf,texto_insuficiente
625_Cronologia_absoluta_e_relativa_da_constr_2007.pdf,texto_insuficiente
628_2007.pdf,texto_insuficiente
681_2009.pdf,texto_insuficiente
807_2012.pdf,texto_insuficiente
